split,scope,goal_category,goal_specificity,repeat_type,events,eligible_events,hits,rate,eligible_rate,avg_tag_jaccard
train,combined,G,HL,artist,3232,3005,2122,0.656559405940594,0.7061564059900166,0.09776496975400446
train,combined,G,HL,exact,3232,3005,164,0.050742574257425746,0.054575707154742095,0.09776496975400446
train,combined,G,HL,tag,3232,3005,2967,0.9180074257425742,0.9873544093178036,0.09776496975400446
train,combined,G,LH,album,4272,3962,1914,0.44803370786516855,0.48308934881373045,0.09431754735878176
train,combined,G,LH,artist,4272,3962,2498,0.5847378277153558,0.6304896516910651,0.09431754735878176
train,combined,G,LH,exact,4272,3962,236,0.0552434456928839,0.05956587582029278,0.09431754735878176
train,combined,G,LH,tag,4272,3962,3922,0.9180711610486891,0.9899040888440181,0.09431754735878176
train,combined,G,LL,album,2048,1912,899,0.43896484375,0.47018828451882844,0.09572300126704406
train,combined,G,LL,artist,2048,1912,1189,0.58056640625,0.6218619246861925,0.09572300126704406
train,combined,G,LL,exact,2048,1912,103,0.05029296875,0.05387029288702929,0.09572300126704406
train,combined,G,LL,tag,2048,1912,1896,0.92578125,0.9916317991631799,0.09572300126704406
train,combined,H,HH,album,1544,1444,897,0.5809585492227979,0.621191135734072,0.1004518444787591
train,combined,H,HH,artist,1544,1444,1122,0.7266839378238342,0.7770083102493075,0.1004518444787591
train,combined,H,HH,exact,1544,1444,98,0.06347150259067358,0.06786703601108034,0.1004518444787591
train,combined,H,HH,tag,1544,1444,1430,0.9261658031088082,0.9903047091412742,0.1004518444787591
train,combined,H,HL,album,6152,5690,3150,0.5120286085825748,0.5536028119507909,0.1061773547566224
train,combined,H,HL,artist,6152,5690,4028,0.6547464239271782,0.707908611599297,0.1061773547566224
train,combined,H,HL,exact,6152,5690,258,0.04193758127438232,0.04534270650263621,0.1061773547566224
train,combined,H,HL,tag,6152,5690,5634,0.9157997399219766,0.990158172231986,0.1061773547566224
train,combined,H,LH,album,4832,4518,2393,0.4952400662251656,0.5296591412129261,0.09520091199213249
train,combined,H,LH,artist,4832,4518,3030,0.6270695364238411,0.6706507304116865,0.09520091199213249
train,combined,H,LH,exact,4832,4518,207,0.04283940397350993,0.045816733067729085,0.09520091199213249
train,combined,H,LH,tag,4832,4518,4480,0.9271523178807947,0.9915891987605135,0.09520091199213249
train,combined,H,LL,album,5032,4679,2483,0.4934419713831478,0.530668946356059,0.09606514758894254
train,combined,H,LL,artist,5032,4679,3217,0.639308426073132,0.6875400726650994,0.09606514758894254
train,combined,H,LL,exact,5032,4679,239,0.04749602543720191,0.05107929044667664,0.09606514758894254
train,combined,H,LL,tag,5032,4679,4620,0.9181240063593005,0.9873904680487283,0.09606514758894254
train,combined,I,HH,album,824,772,360,0.4368932038834951,0.46632124352331605,0.08372009357653785
train,combined,I,HH,artist,824,772,484,0.587378640776699,0.6269430051813472,0.08372009357653785
train,combined,I,HH,exact,824,772,65,0.07888349514563107,0.08419689119170984,0.08372009357653785
train,combined,I,HH,tag,824,772,767,0.9308252427184466,0.9935233160621761,0.08372009357653785
train,combined,I,HL,album,432,409,222,0.5138888888888888,0.5427872860635696,0.0769252691836722
train,combined,I,HL,artist,432,409,276,0.6388888888888888,0.6748166259168704,0.0769252691836722
train,combined,I,HL,exact,432,409,34,0.0787037037037037,0.08312958435207823,0.0769252691836722
train,combined,I,HL,tag,432,409,402,0.9305555555555556,0.9828850855745721,0.0769252691836722
train,combined,I,LH,album,1120,1053,395,0.35267857142857145,0.37511870845204176,0.07514036091256966
train,combined,I,LH,artist,1120,1053,513,0.45803571428571427,0.48717948717948717,0.07514036091256966
train,combined,I,LH,exact,1120,1053,76,0.06785714285714285,0.0721747388414055,0.07514036091256966
train,combined,I,LH,tag,1120,1053,1036,0.925,0.9838556505223172,0.07514036091256966
train,combined,I,LL,album,720,678,292,0.40555555555555556,0.4306784660766962,0.06496399746110529
train,combined,I,LL,artist,720,678,386,0.5361111111111111,0.5693215339233039,0.06496399746110529
train,combined,I,LL,exact,720,678,70,0.09722222222222222,0.10324483775811209,0.06496399746110529
train,combined,I,LL,tag,720,678,656,0.9111111111111111,0.967551622418879,0.06496399746110529
train,combined,J,HH,album,1504,1419,639,0.42486702127659576,0.4503171247357294,0.08293586393871777
train,combined,J,HH,artist,1504,1419,847,0.5631648936170213,0.5968992248062015,0.08293586393871777
train,combined,J,HH,exact,1504,1419,108,0.07180851063829788,0.07610993657505286,0.08293586393871777
train,combined,J,HH,tag,1504,1419,1409,0.9368351063829787,0.992952783650458,0.08293586393871777
train,combined,J,HL,album,3960,3654,1803,0.4553030303030303,0.493431855500821,0.09341206425627883
train,combined,J,HL,artist,3960,3654,2351,0.5936868686868687,0.6434044882320744,0.09341206425627883
train,combined,J,HL,exact,3960,3654,157,0.039646464646464645,0.042966611932129174,0.09341206425627883
train,combined,J,HL,tag,3960,3654,3606,0.9106060606060606,0.986863711001642,0.09341206425627883
train,combined,J,LH,album,3960,3708,1682,0.42474747474747476,0.45361380798274004,0.08303816023724754
train,combined,J,LH,artist,3960,3708,2205,0.5568181818181818,0.5946601941747572,0.08303816023724754
train,combined,J,LH,exact,3960,3708,209,0.05277777777777778,0.056364617044228696,0.08303816023724754
train,combined,J,LH,tag,3960,3708,3667,0.9260101010101011,0.9889428263214671,0.08303816023724754
train,combined,J,LL,album,2544,2371,986,0.38757861635220126,0.415858287642345,0.08619345725224531
train,combined,J,LL,artist,2544,2371,1281,0.5035377358490566,0.5402783635596795,0.08619345725224531
train,combined,J,LL,exact,2544,2371,131,0.0514937106918239,0.05525094896668072,0.08619345725224531
train,combined,J,LL,tag,2544,2371,2344,0.9213836477987422,0.9886123998312948,0.08619345725224531
train,combined,K,HH,album,1360,1254,601,0.44191176470588234,0.47926634768740034,0.09768537667010646
train,combined,K,HH,artist,1360,1254,790,0.5808823529411765,0.6299840510366826,0.09768537667010646
train,combined,K,HH,exact,1360,1254,61,0.04485294117647059,0.04864433811802233,0.09768537667010646
train,combined,K,HH,tag,1360,1254,1227,0.9022058823529412,0.9784688995215312,0.09768537667010646
train,combined,K,HL,album,5320,4941,2357,0.4430451127819549,0.47702894150981584,0.08858210518318188
train,combined,K,HL,artist,5320,4941,3088,0.5804511278195489,0.6249747014774337,0.08858210518318188
train,combined,K,HL,exact,5320,4941,195,0.03665413533834586,0.03946569520340012,0.08858210518318188
train,combined,K,HL,tag,5320,4941,4913,0.9234962406015037,0.9943331309451529,0.08858210518318188
train,combined,K,LH,album,4968,4611,2255,0.4539049919484702,0.4890479288657558,0.09172693280013097
train,combined,K,LH,artist,4968,4611,2910,0.5857487922705314,0.631099544567339,0.09172693280013097
train,combined,K,LH,exact,4968,4611,200,0.040257648953301126,0.04337453914552158,0.09172693280013097
train,combined,K,LH,tag,4968,4611,4570,0.9198872785829307,0.991108219475168,0.09172693280013097
train,combined,K,LL,album,4032,3733,1715,0.4253472222222222,0.45941601928743636,0.09390358204138217
train,combined,K,LL,artist,4032,3733,2252,0.558531746031746,0.6032681489418699,0.09390358204138217
train,combined,K,LL,exact,4032,3733,141,0.034970238095238096,0.037771229574069115,0.09390358204138217
train,combined,K,LL,tag,4032,3733,3683,0.9134424603174603,0.98660594695955,0.09390358204138217
train,session,A,HH,album,152,133,77,0.506578947368421,0.5789473684210527,0.12200404300279347
train,session,A,HH,artist,152,133,101,0.6644736842105263,0.7593984962406015,0.12200404300279347
train,session,A,HH,exact,152,133,0,0.0,0.0,0.12200404300279347
train,session,A,HH,tag,152,133,127,0.8355263157894737,0.9548872180451128,0.12200404300279347
train,session,A,HL,album,4048,3542,1726,0.42638339920948615,0.4872953133822699,0.1290031203257868
train,session,A,HL,artist,4048,3542,2296,0.567193675889328,0.6482213438735178,0.1290031203257868
train,session,A,HL,exact,4048,3542,0,0.0,0.0,0.1290031203257868
train,session,A,HL,tag,4048,3542,3506,0.866106719367589,0.9898362507058159,0.1290031203257868
train,session,A,LH,album,2856,2499,1219,0.4268207282913165,0.48779511804721887,0.12919843845695012
train,session,A,LH,artist,2856,2499,1676,0.5868347338935574,0.6706682673069227,0.12919843845695012
train,session,A,LH,exact,2856,2499,0,0.0,0.0,0.12919843845695012
train,session,A,LH,tag,2856,2499,2469,0.8644957983193278,0.9879951980792316,0.12919843845695012
train,session,A,LL,album,1616,1414,739,0.4573019801980198,0.5226308345120226,0.12842793441651973
train,session,A,LL,artist,1616,1414,954,0.5903465346534653,0.6746817538896747,0.12842793441651973
train,session,A,LL,exact,1616,1414,0,0.0,0.0,0.12842793441651973
train,session,A,LL,tag,1616,1414,1402,0.8675742574257426,0.9915134370579916,0.12842793441651973
train,session,B,HH,album,3280,2870,1368,0.4170731707317073,0.47665505226480837,0.12555456638877155
train,session,B,HH,artist,3280,2870,1818,0.5542682926829269,0.6334494773519164,0.12555456638877155
train,session,B,HH,exact,3280,2870,0,0.0,0.0,0.12555456638877155
train,session,B,HH,tag,3280,2870,2834,0.8640243902439024,0.9874564459930314,0.12555456638877155
train,session,B,HL,album,4592,4018,1994,0.43423344947735193,0.4962667994026879,0.12425395657647142
train,session,B,HL,artist,4592,4018,2680,0.5836236933797909,0.6669985067197611,0.12425395657647142
train,session,B,HL,exact,4592,4018,0,0.0,0.0,0.12425395657647142
train,session,B,HL,tag,4592,4018,3963,0.8630226480836237,0.9863115978098557,0.12425395657647142
train,session,B,LH,album,4368,3822,1837,0.42055860805860806,0.4806384092098378,0.12578494822394726
train,session,B,LH,artist,4368,3822,2487,0.5693681318681318,0.6507064364207221,0.12578494822394726
train,session,B,LH,exact,4368,3822,0,0.0,0.0,0.12578494822394726
train,session,B,LH,tag,4368,3822,3778,0.86492673992674,0.988487702773417,0.12578494822394726
train,session,B,LL,album,4952,4333,2157,0.4355815831987076,0.49780752365566583,0.12209408751720308
train,session,B,LL,artist,4952,4333,2883,0.5821890145395799,0.66535887375952,0.12209408751720308
train,session,B,LL,exact,4952,4333,0,0.0,0.0,0.12209408751720308
train,session,B,LL,tag,4952,4333,4280,0.864297253634895,0.9877682898684514,0.12209408751720308
train,session,C,HH,album,392,343,201,0.5127551020408163,0.5860058309037901,0.13582804991207986
train,session,C,HH,artist,392,343,258,0.6581632653061225,0.7521865889212828,0.13582804991207986
train,session,C,HH,exact,392,343,0,0.0,0.0,0.13582804991207986
train,session,C,HH,tag,392,343,337,0.8596938775510204,0.9825072886297376,0.13582804991207986
train,session,C,HL,album,960,840,446,0.46458333333333335,0.530952380952381,0.12410898108190808
train,session,C,HL,artist,960,840,575,0.5989583333333334,0.6845238095238095,0.12410898108190808
train,session,C,HL,exact,960,840,0,0.0,0.0,0.12410898108190808
train,session,C,HL,tag,960,840,828,0.8625,0.9857142857142858,0.12410898108190808
train,session,C,LH,album,4992,4368,2339,0.46854967948717946,0.535485347985348,0.12615153557147818
train,session,C,LH,artist,4992,4368,3032,0.6073717948717948,0.6941391941391941,0.12615153557147818
train,session,C,LH,exact,4992,4368,0,0.0,0.0,0.12615153557147818
train,session,C,LH,tag,4992,4368,4309,0.8631810897435898,0.986492673992674,0.12615153557147818
train,session,C,LL,album,1480,1295,711,0.4804054054054054,0.549034749034749,0.11970482676949301
train,session,C,LL,artist,1480,1295,896,0.6054054054054054,0.6918918918918919,0.11970482676949301
train,session,C,LL,exact,1480,1295,0,0.0,0.0,0.11970482676949301
train,session,C,LL,tag,1480,1295,1273,0.8601351351351352,0.983011583011583,0.11970482676949301
train,session,D,HH,album,1208,1057,518,0.4288079470198676,0.4900662251655629,0.14328993981440777
train,session,D,HH,artist,1208,1057,691,0.5720198675496688,0.6537369914853358,0.14328993981440777
train,session,D,HH,exact,1208,1057,0,0.0,0.0,0.14328993981440777
train,session,D,HH,tag,1208,1057,1040,0.8609271523178808,0.9839167455061495,0.14328993981440777
train,session,D,HL,album,3160,2765,1428,0.4518987341772152,0.5164556962025316,0.13603775980890898
train,session,D,HL,artist,3160,2765,1818,0.5753164556962025,0.65750452079566,0.13603775980890898
train,session,D,HL,exact,3160,2765,0,0.0,0.0,0.13603775980890898
train,session,D,HL,tag,3160,2765,2711,0.8579113924050633,0.9804701627486437,0.13603775980890898
train,session,D,LH,album,3776,3304,1629,0.4314088983050847,0.49303874092009686,0.13862132590444196
train,session,D,LH,artist,3776,3304,2237,0.5924258474576272,0.6770581113801453,0.13862132590444196
train,session,D,LH,exact,3776,3304,0,0.0,0.0,0.13862132590444196
train,session,D,LH,tag,3776,3304,3275,0.8673199152542372,0.9912227602905569,0.13862132590444196
train,session,D,LL,album,1488,1302,654,0.43951612903225806,0.5023041474654378,0.13622040087054751
train,session,D,LL,artist,1488,1302,833,0.5598118279569892,0.6397849462365591,0.13622040087054751
train,session,D,LL,exact,1488,1302,0,0.0,0.0,0.13622040087054751
train,session,D,LL,tag,1488,1302,1278,0.8588709677419355,0.9815668202764977,0.13622040087054751
train,session,E,HH,album,736,644,394,0.5353260869565217,0.6118012422360248,0.15766240315958022
train,session,E,HH,artist,736,644,526,0.7146739130434783,0.8167701863354038,0.15766240315958022
train,session,E,HH,exact,736,644,0,0.0,0.0,0.15766240315958022
train,session,E,HH,tag,736,644,640,0.8695652173913043,0.9937888198757764,0.15766240315958022
train,session,E,HL,album,2784,2436,1089,0.3911637931034483,0.44704433497536944,0.1178592576434976
train,session,E,HL,artist,2784,2436,1463,0.5255028735632183,0.6005747126436781,0.1178592576434976
train,session,E,HL,exact,2784,2436,0,0.0,0.0,0.1178592576434976
train,session,E,HL,tag,2784,2436,2397,0.8609913793103449,0.9839901477832512,0.1178592576434976
train,session,E,LH,album,3768,3297,1829,0.4854033970276008,0.5547467394601152,0.13026586233905746
train,session,E,LH,artist,3768,3297,2342,0.6215498938428875,0.7103427358204428,0.13026586233905746
train,session,E,LH,exact,3768,3297,0,0.0,0.0,0.13026586233905746
train,session,E,LH,tag,3768,3297,3254,0.863588110403397,0.9869578404610252,0.13026586233905746
train,session,E,LL,album,3112,2723,1360,0.4370179948586118,0.49944913698127064,0.131837809337787
train,session,E,LL,artist,3112,2723,1788,0.5745501285347043,0.6566287183253764,0.131837809337787
train,session,E,LL,exact,3112,2723,0,0.0,0.0,0.131837809337787
train,session,E,LL,tag,3112,2723,2679,0.8608611825192802,0.9838413514506059,0.131837809337787
train,session,F,HH,album,1232,1078,661,0.536525974025974,0.6131725417439703,0.14409852331731687
train,session,F,HH,artist,1232,1078,844,0.685064935064935,0.7829313543599258,0.14409852331731687
train,session,F,HH,exact,1232,1078,0,0.0,0.0,0.14409852331731687
train,session,F,HH,tag,1232,1078,1066,0.8652597402597403,0.9888682745825603,0.14409852331731687
train,session,F,HL,album,3640,3185,1633,0.44862637362637364,0.5127158555729985,0.13006051060564536
train,session,F,HL,artist,3640,3185,2182,0.5994505494505494,0.6850863422291994,0.13006051060564536
train,session,F,HL,exact,3640,3185,0,0.0,0.0,0.13006051060564536
train,session,F,HL,tag,3640,3185,3151,0.8656593406593407,0.9893249607535322,0.13006051060564536
train,session,F,LH,album,2512,2198,1124,0.44745222929936307,0.5113739763421292,0.1334261566124067
train,session,F,LH,artist,2512,2198,1495,0.5951433121019108,0.6801637852593266,0.1334261566124067
train,session,F,LH,exact,2512,2198,0,0.0,0.0,0.1334261566124067
train,session,F,LH,tag,2512,2198,2160,0.8598726114649682,0.9827115559599636,0.1334261566124067
train,session,F,LL,album,1312,1148,546,0.41615853658536583,0.47560975609756095,0.12814390795645614
train,session,F,LL,artist,1312,1148,710,0.5411585365853658,0.6184668989547039,0.12814390795645614
train,session,F,LL,exact,1312,1148,0,0.0,0.0,0.12814390795645614
train,session,F,LL,tag,1312,1148,1130,0.8612804878048781,0.9843205574912892,0.12814390795645614
train,session,G,HH,album,1320,1155,534,0.40454545454545454,0.4623376623376623,0.1299819580720732
train,session,G,HH,artist,1320,1155,749,0.5674242424242424,0.6484848484848484,0.1299819580720732
train,session,G,HH,exact,1320,1155,0,0.0,0.0,0.1299819580720732
train,session,G,HH,tag,1320,1155,1136,0.8606060606060606,0.9835497835497835,0.1299819580720732
train,session,G,HL,album,3232,2828,1532,0.474009900990099,0.5417256011315418,0.13143931113190852
train,session,G,HL,artist,3232,2828,1986,0.614480198019802,0.7022630834512023,0.13143931113190852
train,session,G,HL,exact,3232,2828,0,0.0,0.0,0.13143931113190852
train,session,G,HL,tag,3232,2828,2789,0.8629331683168316,0.9862093352192363,0.13143931113190852
train,session,G,LH,album,4272,3738,1688,0.3951310861423221,0.45157838416265383,0.11902552811703596
train,session,G,LH,artist,4272,3738,2268,0.5308988764044944,0.6067415730337079,0.11902552811703596
train,session,G,LH,exact,4272,3738,0,0.0,0.0,0.11902552811703596
train,session,G,LH,tag,4272,3738,3694,0.8647003745318352,0.9882289994649546,0.11902552811703596
train,session,G,LL,album,2048,1792,797,0.38916015625,0.4447544642857143,0.12867700964964743
train,session,G,LL,artist,2048,1792,1077,0.52587890625,0.6010044642857143,0.12867700964964743
train,session,G,LL,exact,2048,1792,0,0.0,0.0,0.12867700964964743
train,session,G,LL,tag,2048,1792,1771,0.86474609375,0.98828125,0.12867700964964743
train,session,H,HH,album,1544,1351,818,0.5297927461139896,0.6054774241302738,0.1476018002737738
train,session,H,HH,artist,1544,1351,1054,0.6826424870466321,0.7801628423390081,0.1476018002737738
train,session,H,HH,exact,1544,1351,0,0.0,0.0,0.1476018002737738
train,session,H,HH,tag,1544,1351,1335,0.8646373056994818,0.9881569207994079,0.1476018002737738
train,session,H,HL,album,6152,5383,2903,0.47187906371911575,0.5392903585361323,0.13808433005231235
train,session,H,HL,artist,6152,5383,3787,0.6155721716514955,0.7035110533159948,0.13808433005231235
train,session,H,HL,exact,6152,5383,0,0.0,0.0,0.13808433005231235
train,session,H,HL,tag,6152,5383,5317,0.8642717815344604,0.9877391788965261,0.13808433005231235
train,session,H,LH,album,4832,4228,2174,0.44991721854304634,0.5141911069063387,0.1354156689771181
train,session,H,LH,artist,4832,4228,2798,0.5790562913907285,0.6617786187322611,0.1354156689771181
train,session,H,LH,exact,4832,4228,0,0.0,0.0,0.1354156689771181
train,session,H,LH,tag,4832,4228,4182,0.8654801324503312,0.989120151371807,0.1354156689771181
train,session,H,LL,album,5032,4403,2238,0.4447535771065183,0.5082898024074495,0.12879251032714867
train,session,H,LL,artist,5032,4403,2987,0.5936009538950715,0.6784010901657961,0.12879251032714867
train,session,H,LL,exact,5032,4403,0,0.0,0.0,0.12879251032714867
train,session,H,LL,tag,5032,4403,4338,0.8620826709062003,0.9852373381785147,0.12879251032714867
train,session,I,HH,album,824,721,313,0.37985436893203883,0.43411927877947293,0.1178604050881499
train,session,I,HH,artist,824,721,435,0.5279126213592233,0.6033287101248266,0.1178604050881499
train,session,I,HH,exact,824,721,0,0.0,0.0,0.1178604050881499
train,session,I,HH,tag,824,721,712,0.8640776699029126,0.9875173370319001,0.1178604050881499
train,session,I,HL,album,432,378,198,0.4583333333333333,0.5238095238095238,0.12869436738382675
train,session,I,HL,artist,432,378,256,0.5925925925925926,0.6772486772486772,0.12869436738382675
train,session,I,HL,exact,432,378,0,0.0,0.0,0.12869436738382675
train,session,I,HL,tag,432,378,368,0.8518518518518519,0.9735449735449735,0.12869436738382675
train,session,I,LH,album,1120,980,316,0.28214285714285714,0.3224489795918367,0.10895412623308802
train,session,I,LH,artist,1120,980,425,0.3794642857142857,0.4336734693877551,0.10895412623308802
train,session,I,LH,exact,1120,980,0,0.0,0.0,0.10895412623308802
train,session,I,LH,tag,1120,980,954,0.8517857142857143,0.9734693877551021,0.10895412623308802
train,session,I,LL,album,720,630,241,0.3347222222222222,0.3825396825396825,0.11009054766643626
train,session,I,LL,artist,720,630,338,0.46944444444444444,0.5365079365079365,0.11009054766643626
train,session,I,LL,exact,720,630,0,0.0,0.0,0.11009054766643626
train,session,I,LL,tag,720,630,598,0.8305555555555556,0.9492063492063492,0.11009054766643626
train,session,J,HH,album,1504,1316,538,0.35771276595744683,0.4088145896656535,0.12235443376842227
train,session,J,HH,artist,1504,1316,742,0.4933510638297872,0.5638297872340425,0.12235443376842227
train,session,J,HH,exact,1504,1316,0,0.0,0.0,0.12235443376842227
train,session,J,HH,tag,1504,1316,1303,0.8663563829787234,0.9901215805471124,0.12235443376842227
train,session,J,HL,album,3960,3465,1654,0.4176767676767677,0.47734487734487735,0.12083101510483547
train,session,J,HL,artist,3960,3465,2198,0.555050505050505,0.6343434343434343,0.12083101510483547
train,session,J,HL,exact,3960,3465,0,0.0,0.0,0.12083101510483547
train,session,J,HL,tag,3960,3465,3400,0.8585858585858586,0.9812409812409812,0.12083101510483547
train,session,J,LH,album,3960,3465,1441,0.3638888888888889,0.4158730158730159,0.11305462289963045
train,session,J,LH,artist,3960,3465,1956,0.49393939393939396,0.5645021645021645,0.11305462289963045
train,session,J,LH,exact,3960,3465,0,0.0,0.0,0.11305462289963045
train,session,J,LH,tag,3960,3465,3415,0.8623737373737373,0.9855699855699855,0.11305462289963045
train,session,J,LL,album,2544,2226,833,0.327437106918239,0.3742138364779874,0.1156403181781494
train,session,J,LL,artist,2544,2226,1140,0.4481132075471698,0.5121293800539084,0.1156403181781494
train,session,J,LL,exact,2544,2226,0,0.0,0.0,0.1156403181781494
train,session,J,LL,tag,2544,2226,2189,0.8604559748427673,0.9833782569631626,0.1156403181781494
train,session,K,HH,album,1360,1190,546,0.40147058823529413,0.4588235294117647,0.12134861482434747
train,session,K,HH,artist,1360,1190,733,0.5389705882352941,0.6159663865546219,0.12134861482434747
train,session,K,HH,exact,1360,1190,0,0.0,0.0,0.12134861482434747
train,session,K,HH,tag,1360,1190,1160,0.8529411764705882,0.9747899159663865,0.12134861482434747
train,session,K,HL,album,5320,4655,2118,0.3981203007518797,0.45499462943071967,0.11719656732187983
train,session,K,HL,artist,5320,4655,2849,0.5355263157894737,0.6120300751879699,0.11719656732187983
train,session,K,HL,exact,5320,4655,0,0.0,0.0,0.11719656732187983
train,session,K,HL,tag,5320,4655,4623,0.8689849624060151,0.99312567132116,0.11719656732187983
train,session,K,LH,album,4968,4347,2031,0.40881642512077293,0.46721877156659763,0.11694671108524939
train,session,K,LH,artist,4968,4347,2709,0.5452898550724637,0.6231884057971014,0.11694671108524939
train,session,K,LH,exact,4968,4347,0,0.0,0.0,0.11694671108524939
train,session,K,LH,tag,4968,4347,4299,0.8653381642512077,0.9889579020013802,0.11694671108524939
train,session,K,LL,album,4032,3528,1562,0.38740079365079366,0.4427437641723356,0.1215911149486249
train,session,K,LL,artist,4032,3528,2094,0.5193452380952381,0.5935374149659864,0.1215911149486249
train,session,K,LL,exact,4032,3528,0,0.0,0.0,0.1215911149486249
train,session,K,LL,tag,4032,3528,3482,0.8635912698412699,0.9869614512471655,0.1215911149486249
train,user,A,HH,album,152,64,12,0.07894736842105263,0.1875,0.017899247274570453
train,user,A,HH,artist,152,64,20,0.13157894736842105,0.3125,0.017899247274570453
train,user,A,HH,exact,152,64,10,0.06578947368421052,0.15625,0.017899247274570453
train,user,A,HH,tag,152,64,53,0.34868421052631576,0.828125,0.017899247274570453
train,user,A,HL,album,4048,1712,306,0.07559288537549406,0.17873831775700935,0.01932094507031786
train,user,A,HL,artist,4048,1712,421,0.10400197628458498,0.24591121495327103,0.01932094507031786
train,user,A,HL,exact,4048,1712,147,0.036314229249011856,0.08586448598130841,0.01932094507031786
train,user,A,HL,tag,4048,1712,1640,0.4051383399209486,0.9579439252336449,0.01932094507031786
train,user,A,LH,album,2856,1144,248,0.08683473389355742,0.21678321678321677,0.022148313346536556
train,user,A,LH,artist,2856,1144,372,0.13025210084033614,0.32517482517482516,0.022148313346536556
train,user,A,LH,exact,2856,1144,127,0.04446778711484594,0.11101398601398602,0.022148313346536556
train,user,A,LH,tag,2856,1144,1089,0.38130252100840334,0.9519230769230769,0.022148313346536556
train,user,A,LL,album,1616,696,184,0.11386138613861387,0.26436781609195403,0.02276067651921302
train,user,A,LL,artist,1616,696,247,0.15284653465346534,0.35488505747126436,0.02276067651921302
train,user,A,LL,exact,1616,696,78,0.04826732673267327,0.11206896551724138,0.02276067651921302
train,user,A,LL,tag,1616,696,675,0.4176980198019802,0.9698275862068966,0.02276067651921302
train,user,B,HH,album,3280,1456,346,0.10548780487804878,0.23763736263736263,0.020989776005311003
train,user,B,HH,artist,3280,1456,435,0.1326219512195122,0.29876373626373626,0.020989776005311003
train,user,B,HH,exact,3280,1456,174,0.05304878048780488,0.11950549450549451,0.020989776005311003
train,user,B,HH,tag,3280,1456,1423,0.43384146341463414,0.9773351648351648,0.020989776005311003
train,user,B,HL,album,4592,2032,414,0.0901567944250871,0.20374015748031496,0.021960792576610315
train,user,B,HL,artist,4592,2032,583,0.12695993031358885,0.2869094488188976,0.021960792576610315
train,user,B,HL,exact,4592,2032,183,0.03985191637630662,0.09005905511811024,0.021960792576610315
train,user,B,HL,tag,4592,2032,1976,0.43031358885017423,0.9724409448818898,0.021960792576610315
train,user,B,LH,album,4368,2120,500,0.11446886446886446,0.2358490566037736,0.024101160776135125
train,user,B,LH,artist,4368,2120,656,0.15018315018315018,0.30943396226415093,0.024101160776135125
train,user,B,LH,exact,4368,2120,231,0.052884615384615384,0.1089622641509434,0.024101160776135125
train,user,B,LH,tag,4368,2120,2061,0.47184065934065933,0.9721698113207548,0.024101160776135125
train,user,B,LL,album,4952,2008,491,0.0991518578352181,0.24452191235059761,0.01864115135604192
train,user,B,LL,artist,4952,2008,691,0.13953957996768981,0.34412350597609564,0.01864115135604192
train,user,B,LL,exact,4952,2008,224,0.045234248788368334,0.11155378486055777,0.01864115135604192
train,user,B,LL,tag,4952,2008,1922,0.38812600969305333,0.9571713147410359,0.01864115135604192
train,user,C,HH,album,392,176,30,0.07653061224489796,0.17045454545454544,0.026084605533174248
train,user,C,HH,artist,392,176,38,0.09693877551020408,0.2159090909090909,0.026084605533174248
train,user,C,HH,exact,392,176,17,0.04336734693877551,0.09659090909090909,0.026084605533174248
train,user,C,HH,tag,392,176,171,0.4362244897959184,0.9715909090909091,0.026084605533174248
train,user,C,HL,album,960,360,75,0.078125,0.20833333333333334,0.015937416371065098
train,user,C,HL,artist,960,360,109,0.11354166666666667,0.30277777777777776,0.015937416371065098
train,user,C,HL,exact,960,360,27,0.028125,0.075,0.015937416371065098
train,user,C,HL,tag,960,360,347,0.3614583333333333,0.9638888888888889,0.015937416371065098
train,user,C,LH,album,4992,1984,557,0.11157852564102565,0.2807459677419355,0.021138971815408105
train,user,C,LH,artist,4992,1984,727,0.14563301282051283,0.36643145161290325,0.021138971815408105
train,user,C,LH,exact,4992,1984,250,0.05008012820512821,0.12600806451612903,0.021138971815408105
train,user,C,LH,tag,4992,1984,1901,0.3808092948717949,0.9581653225806451,0.021138971815408105
train,user,C,LL,album,1480,728,138,0.09324324324324325,0.18956043956043955,0.01887502875583276
train,user,C,LL,artist,1480,728,226,0.1527027027027027,0.31043956043956045,0.01887502875583276
train,user,C,LL,exact,1480,728,61,0.04121621621621622,0.08379120879120878,0.01887502875583276
train,user,C,LL,tag,1480,728,683,0.4614864864864865,0.9381868131868132,0.01887502875583276
train,user,D,HH,album,1208,528,161,0.13327814569536423,0.30492424242424243,0.03333066023962466
train,user,D,HH,artist,1208,528,200,0.16556291390728478,0.3787878787878788,0.03333066023962466
train,user,D,HH,exact,1208,528,68,0.056291390728476824,0.12878787878787878,0.03333066023962466
train,user,D,HH,tag,1208,528,516,0.4271523178807947,0.9772727272727273,0.03333066023962466
train,user,D,HL,album,3160,1160,266,0.08417721518987342,0.2293103448275862,0.01667786363387233
train,user,D,HL,artist,3160,1160,344,0.10886075949367088,0.296551724137931,0.01667786363387233
train,user,D,HL,exact,3160,1160,141,0.044620253164556964,0.12155172413793103,0.01667786363387233
train,user,D,HL,tag,3160,1160,1121,0.354746835443038,0.9663793103448276,0.01667786363387233
